"Nível";"Cód.";"Brasil e Município";"Grupo de idade";"Católica Apostólica Romana";"Evangélicas";"Espírita";"Umbanda e Candomblé";"Tradições indígenas";"Outras religiosidades";"Sem religião";"Não sabe";"Sem declaração"
"MU";"1505700";"Ponta de Pedras (PA)";"Total";"10514";"9042";"9";"10";"-";"346";"986";"-";"-"
"MU";"1505809";"Portel (PA)";"Total";"25309";"19486";"-";"29";"-";"263";"3331";"-";"10"
"MU";"1505908";"Porto de Moz (PA)";"Total";"21687";"8767";"-";"-";"-";"1181";"462";"-";"6"
"MU";"1506005";"Prainha (PA)";"Total";"18039";"9350";"-";"21";"-";"416";"501";"14";"21"
"MU";"1506104";"Primavera (PA)";"Total";"7023";"1877";"-";"19";"-";"136";"159";"-";"-"
"MU";"1506112";"Quatipuru (PA)";"Total";"6715";"2310";"16";"4";"-";"301";"435";"-";"16"
"MU";"1506138";"Redenção (PA)";"Total";"31776";"29203";"413";"59";"-";"2037";"8042";"25";"54"
"MU";"1506161";"Rio Maria (PA)";"Total";"8409";"5716";"31";"14";"-";"356";"1123";"-";"6"
"MU";"1506187";"Rondon do Pará (PA)";"Total";"19233";"21804";"33";"29";"52";"1295";"4311";"-";"24"
"MU";"1506195";"Rurópolis (PA)";"Total";"14994";"9455";"-";"-";"-";"743";"3707";"8";"111"
"MU";"1506203";"Salinópolis (PA)";"Total";"23657";"10739";"43";"81";"-";"2182";"1423";"-";"-"
"MU";"1506302";"Salvaterra (PA)";"Total";"12062";"6400";"28";"71";"-";"456";"1265";"-";"-"
"MU";"1506351";"Santa Bárbara do Pará (PA)";"Total";"7035";"8601";"22";"29";"-";"370";"1803";"-";"39"
"MU";"1506401";"Santa Cruz do Arari (PA)";"Total";"3730";"2256";"-";"16";"-";"17";"288";"-";"-"
"MU";"1506500";"Santa Izabel do Pará (PA)";"Total";"27555";"25990";"147";"613";"-";"1301";"7070";"9";"112"
"MU";"1506559";"Santa Luzia do Pará (PA)";"Total";"13828";"3124";"-";"-";"3";"97";"163";"-";"6"
"MU";"1506583";"Santa Maria das Barreiras (PA)";"Total";"7125";"5382";"-";"57";"-";"345";"871";"-";"-"
"MU";"1506609";"Santa Maria do Pará (PA)";"Total";"14850";"5676";"13";"8";"-";"127";"449";"6";"-"
"MU";"1506708";"Santana do Araguaia (PA)";"Total";"12904";"11174";"21";"22";"-";"394";"2061";"-";"25"
"MU";"1506807";"Santarém (PA)";"Total";"169987";"83818";"531";"860";"2";"7857";"13347";"141";"297"
"MU";"1506906";"Santarém Novo (PA)";"Total";"3482";"1412";"6";"-";"-";"32";"271";"-";"-"
"MU";"1507003";"Santo Antônio do Tauá (PA)";"Total";"10794";"10386";"11";"51";"-";"239";"1700";"-";"6"
"MU";"1507102";"São Caetano de Odivelas (PA)";"Total";"9953";"3624";"11";"17";"-";"173";"478";"-";"-"
"MU";"1507151";"São Domingos do Araguaia (PA)";"Total";"10373";"5573";"45";"22";"-";"206";"1421";"-";"-"
"MU";"1507201";"São Domingos do Capim (PA)";"Total";"18014";"6544";"26";"15";"-";"110";"558";"-";"-"
"MU";"1507300";"São Félix do Xingu (PA)";"Total";"25691";"20787";"93";"166";"29";"1699";"5857";"-";"15"
"MU";"1507409";"São Francisco do Pará (PA)";"Total";"7323";"4518";"5";"14";"22";"124";"780";"-";"4"
"MU";"1507458";"São Geraldo do Araguaia (PA)";"Total";"10669";"7981";"-";"7";"10";"223";"1095";"-";"-"
"MU";"1507466";"São João da Ponta (PA)";"Total";"2152";"1256";"5";"27";"2";"14";"288";"-";"-"
"MU";"1507474";"São João de Pirabas (PA)";"Total";"11240";"4712";"46";"41";"-";"578";"866";"-";"30"
"MU";"1507508";"São João do Araguaia (PA)";"Total";"5807";"4447";"17";"5";"-";"90";"885";"-";"9"
"MU";"1507607";"São Miguel do Guamá (PA)";"Total";"30054";"12615";"38";"48";"-";"254";"1071";"-";"24"
"MU";"1507706";"São Sebastião da Boa Vista (PA)";"Total";"10228";"9404";"-";"19";"-";"508";"656";"-";"-"
"MU";"1507755";"Sapucaia (PA)";"Total";"2594";"1559";"-";"7";"-";"24";"643";"-";"-"
"MU";"1507805";"Senador José Porfírio (PA)";"Total";"9535";"7493";"19";"57";"9";"146";"915";"-";"11"
"MU";"1507904";"Soure (PA)";"Total";"12632";"5670";"23";"112";"20";"1651";"357";"-";"-"
"MU";"1507953";"Tailândia (PA)";"Total";"26537";"22925";"74";"34";"8";"806";"8160";"-";"39"
"MU";"1507961";"Terra Alta (PA)";"Total";"4736";"3333";"-";"4";"-";"132";"571";"-";"-"
"MU";"1507979";"Terra Santa (PA)";"Total";"10080";"4749";"-";"10";"-";"140";"337";"-";"15"
"MU";"1508001";"Tomé-Açu (PA)";"Total";"23860";"24139";"11";"88";"20";"962";"5638";"-";"60"
"MU";"1508035";"Tracuateua (PA)";"Total";"17357";"5724";"-";"18";"-";"303";"664";"16";"-"
"MU";"1508050";"Trairão (PA)";"Total";"6411";"4532";"-";"17";"33";"235";"1196";"-";"-"
"MU";"1508084";"Tucumã (PA)";"Total";"15296";"13714";"228";"83";"-";"802";"2609";"-";"60"
"MU";"1508100";"Tucuruí (PA)";"Total";"35992";"31342";"254";"97";"123";"2002";"6650";"30";"90"
"MU";"1508126";"Ulianópolis (PA)";"Total";"15080";"13028";"-";"14";"-";"333";"3315";"-";"18"
"MU";"1508159";"Uruará (PA)";"Total";"17581";"14064";"-";"38";"-";"437";"3693";"16";"25"
"MU";"1508209";"Vigia (PA)";"Total";"30267";"11480";"31";"272";"-";"269";"1110";"-";"90"
"MU";"1508308";"Viseu (PA)";"Total";"34407";"12460";"21";"24";"-";"146";"771";"-";"51"
"MU";"1508357";"Vitória do Xingu (PA)";"Total";"7096";"4557";"-";"10";"2";"259";"851";"-";"-"
"MU";"1508407";"Xinguara (PA)";"Total";"20247";"18659";"55";"10";"-";"1050";"4058";"79";"12"
"MU";"1600055";"Serra do Navio (AP)";"Total";"1585";"1713";"-";"-";"-";"55";"421";"-";"-"
"MU";"1600105";"Amapá (AP)";"Total";"4253";"1714";"23";"3";"-";"114";"199";"-";"8"
"MU";"1600154";"Pedra Branca do Amapari (AP)";"Total";"3274";"3757";"5";"16";"879";"163";"1428";"-";"-"
"MU";"1600204";"Calçoene (AP)";"Total";"4218";"2798";"4";"48";"-";"117";"1226";"-";"-"
"MU";"1600212";"Cutias (AP)";"Total";"1687";"1739";"-";"-";"-";"14";"34";"-";"7"
"MU";"1600238";"Ferreira Gomes (AP)";"Total";"2345";"2581";"-";"-";"-";"188";"158";"-";"-"
"MU";"1600253";"Itaubal (AP)";"Total";"2071";"1651";"3";"6";"-";"298";"292";"-";"4"
"MU";"1600279";"Laranjal do Jari (AP)";"Total";"13872";"10624";"27";"115";"61";"923";"3123";"-";"35"
"MU";"1600303";"Macapá (AP)";"Total";"194259";"124601";"2740";"2527";"-";"13983";"26190";"2590";"544"
"MU";"1600402";"Mazagão (AP)";"Total";"10033";"6366";"-";"50";"-";"302";"447";"-";"-"
"MU";"1600501";"Oiapoque (AP)";"Total";"7461";"9946";"29";"29";"23";"676";"3332";"132";"-"
"MU";"1600535";"Porto Grande (AP)";"Total";"6116";"5699";"27";"16";"-";"173";"2199";"-";"34"
"MU";"1600550";"Pracuúba (AP)";"Total";"1085";"1663";"-";"3";"-";"15";"153";"17";"-"
"MU";"1600600";"Santana (AP)";"Total";"45949";"35569";"222";"42";"-";"1993";"4803";"-";"9"
"MU";"1600709";"Tartarugalzinho (AP)";"Total";"4090";"4579";"5";"25";"-";"279";"986";"-";"10"
"MU";"1600808";"Vitória do Jari (AP)";"Total";"4345";"3498";"-";"-";"-";"192";"850";"-";"18"
"MU";"1700251";"Abreulândia (TO)";"Total";"1454";"626";"-";"-";"2";"27";"67";"-";"9"
"MU";"1700301";"Aguiarnópolis (TO)";"Total";"2415";"1298";"4";"-";"-";"14";"48";"-";"-"
"MU";"1700350";"Aliança do Tocantins (TO)";"Total";"3020";"933";"19";"-";"-";"62";"420";"5";"-"
"MU";"1700400";"Almas (TO)";"Total";"3178";"1533";"32";"-";"-";"64";"630";"-";"3"
"MU";"1700707";"Alvorada (TO)";"Total";"5098";"2067";"56";"-";"-";"94";"216";"-";"23"
"MU";"1701002";"Ananás (TO)";"Total";"6201";"2320";"6";"-";"-";"83";"121";"-";"-"
"MU";"1701051";"Angico (TO)";"Total";"1751";"581";"-";"-";"-";"13";"104";"-";"-"
"MU";"1701101";"Aparecida do Rio Negro (TO)";"Total";"2379";"1208";"2";"13";"-";"45";"467";"-";"-"
"MU";"1701309";"Aragominas (TO)";"Total";"2787";"1408";"3";"4";"-";"118";"250";"-";"-"
"MU";"1701903";"Araguacema (TO)";"Total";"2788";"1985";"7";"-";"-";"81";"134";"3";"-"
"MU";"1702000";"Araguaçu (TO)";"Total";"3735";"2855";"7";"5";"-";"143";"261";"-";"23"
"MU";"1702109";"Araguaína (TO)";"Total";"78344";"49356";"1171";"145";"12";"5252";"10856";"18";"49"
"MU";"1702158";"Araguanã (TO)";"Total";"2211";"1245";"6";"-";"-";"8";"102";"-";"-"
"MU";"1702208";"Araguatins (TO)";"Total";"15839";"8234";"27";"25";"-";"730";"2030";"-";"19"
"MU";"1702307";"Arapoema (TO)";"Total";"3003";"1267";"3";"14";"-";"172";"283";"-";"-"
"MU";"1702406";"Arraias (TO)";"Total";"7053";"1395";"75";"11";"-";"76";"214";"29";"-"
"MU";"1702554";"Augustinópolis (TO)";"Total";"9780";"3513";"22";"16";"-";"365";"922";"-";"11"
"MU";"1702703";"Aurora do Tocantins (TO)";"Total";"2060";"651";"11";"6";"-";"47";"183";"-";"-"
"MU";"1702901";"Axixá do Tocantins (TO)";"Total";"5831";"2096";"4";"-";"-";"98";"292";"-";"12"
"MU";"1703008";"Babaçulândia (TO)";"Total";"4734";"1557";"18";"-";"-";"146";"343";"5";"14"
"MU";"1703057";"Bandeirantes do Tocantins (TO)";"Total";"1884";"805";"-";"-";"-";"33";"143";"-";"-"
"MU";"1703073";"Barra do Ouro (TO)";"Total";"2376";"985";"8";"-";"-";"47";"272";"-";"22"
"MU";"1703107";"Barrolândia (TO)";"Total";"2572";"1253";"18";"-";"-";"146";"213";"-";"-"
"MU";"1703206";"Bernardo Sayão (TO)";"Total";"2044";"1156";"2";"-";"-";"7";"394";"-";"-"
"MU";"1703305";"Bom Jesus do Tocantins (TO)";"Total";"2248";"754";"-";"-";"-";"51";"242";"-";"-"
"MU";"1703602";"Brasilândia do Tocantins (TO)";"Total";"993";"557";"-";"-";"-";"37";"100";"-";"-"
"MU";"1703701";"Brejinho de Nazaré (TO)";"Total";"2319";"1548";"10";"-";"-";"54";"128";"-";"-"
"MU";"1703800";"Buriti do Tocantins (TO)";"Total";"6251";"1841";"-";"21";"-";"76";"378";"-";"-"
"MU";"1703826";"Cachoeirinha (TO)";"Total";"1018";"600";"-";"-";"21";"5";"-";"-";"5"
"MU";"1703842";"Campos Lindos (TO)";"Total";"4636";"1285";"-";"-";"-";"661";"316";"-";"4"
"MU";"1703867";"Cariri do Tocantins (TO)";"Total";"2095";"1192";"-";"5";"-";"31";"138";"-";"-"
"MU";"1703883";"Carmolândia (TO)";"Total";"1233";"495";"4";"-";"-";"4";"114";"-";"-"
"MU";"1703891";"Carrasco Bonito (TO)";"Total";"2073";"478";"-";"-";"-";"2";"186";"-";"-"
"MU";"1703909";"Caseara (TO)";"Total";"2166";"1354";"12";"6";"-";"345";"177";"-";"-"
"MU";"1704105";"Centenário (TO)";"Total";"1462";"352";"7";"-";"-";"8";"19";"-";"-"
"MU";"1704600";"Chapada de Areia (TO)";"Total";"730";"407";"-";"-";"-";"105";"42";"-";"-"
"MU";"1705102";"Chapada da Natividade (TO)";"Total";"2062";"493";"9";"-";"-";"6";"60";"-";"-"
"MU";"1705508";"Colinas do Tocantins (TO)";"Total";"16012";"9718";"33";"58";"-";"630";"2350";"-";"40"
"MU";"1705557";"Combinado (TO)";"Total";"2764";"1072";"8";"-";"-";"72";"195";"-";"-"
"MU";"1705607";"Conceição do Tocantins (TO)";"Total";"2551";"645";"-";"11";"-";"7";"61";"-";"4"
"MU";"1706001";"Couto Magalhães (TO)";"Total";"2855";"1377";"9";"-";"-";"87";"147";"-";"-"
"MU";"1706100";"Cristalândia (TO)";"Total";"4001";"1129";"10";"-";"-";"110";"286";"15";"-"
"MU";"1706258";"Crixás do Tocantins (TO)";"Total";"850";"343";"2";"-";"-";"6";"56";"-";"-"
"MU";"1706506";"Darcinópolis (TO)";"Total";"3315";"1385";"-";"-";"-";"10";"168";"-";"-"
"MU";"1707009";"Dianópolis (TO)";"Total";"10990";"3305";"171";"31";"-";"203";"231";"-";"-"
"MU";"1707108";"Divinópolis do Tocantins (TO)";"Total";"3628";"1639";"5";"3";"-";"175";"563";"-";"-"
"MU";"1707207";"Dois Irmãos do Tocantins (TO)";"Total";"3933";"1194";"26";"-";"-";"34";"286";"-";"-"
"MU";"1707306";"Dueré (TO)";"Total";"2370";"957";"-";"-";"-";"37";"299";"-";"8"
"MU";"1707405";"Esperantina (TO)";"Total";"3656";"1805";"-";"3";"-";"92";"698";"-";"-"
"MU";"1707553";"Fátima (TO)";"Total";"1866";"995";"-";"-";"-";"39";"64";"-";"-"
"MU";"1707652";"Figueirópolis (TO)";"Total";"2950";"1155";"10";"-";"-";"50";"343";"23";"-"
"MU";"1707702";"Filadélfia (TO)";"Total";"4935";"1257";"11";"4";"-";"61";"314";"-";"-"
"MU";"1708205";"Formoso do Araguaia (TO)";"Total";"8295";"5350";"49";"5";"27";"292";"2063";"7";"16"
"MU";"1708254";"Tabocão (TO)";"Total";"1642";"1003";"13";"-";"-";"47";"188";"-";"-"
"MU";"1708304";"Goianorte (TO)";"Total";"2475";"1324";"11";"-";"-";"95";"190";"-";"-"
"MU";"1709005";"Goiatins (TO)";"Total";"4988";"2410";"21";"-";"961";"225";"1313";"-";"12"
"MU";"1709302";"Guaraí (TO)";"Total";"11996";"6967";"101";"20";"-";"774";"1460";"-";"96"
"MU";"1709500";"Gurupi (TO)";"Total";"39967";"25956";"598";"126";"-";"1801";"4747";"59";"92"
"MU";"1709807";"Ipueiras (TO)";"Total";"1019";"287";"4";"-";"-";"22";"42";"-";"-"
"MU";"1710508";"Itacajá (TO)";"Total";"3507";"1028";"-";"-";"735";"58";"302";"-";"-"
"MU";"1710706";"Itaguatins (TO)";"Total";"3205";"979";"21";"3";"3";"29";"171";"-";"-"
"MU";"1710904";"Itapiratins (TO)";"Total";"2217";"707";"-";"4";"-";"17";"101";"-";"-"
"MU";"1711100";"Itaporã do Tocantins (TO)";"Total";"1278";"693";"4";"-";"-";"17";"75";"-";"-"
"MU";"1711506";"Jaú do Tocantins (TO)";"Total";"1888";"811";"2";"-";"-";"73";"132";"-";"-"
"MU";"1711803";"Juarina (TO)";"Total";"1261";"586";"-";"-";"-";"2";"31";"-";"-"
"MU";"1711902";"Lagoa da Confusão (TO)";"Total";"6834";"4254";"9";"4";"582";"113";"658";"-";"-"
"MU";"1711951";"Lagoa do Tocantins (TO)";"Total";"2197";"517";"-";"-";"-";"16";"130";"-";"-"
"MU";"1712009";"Lajeado (TO)";"Total";"1621";"993";"4";"-";"-";"53";"129";"-";"25"
"MU";"1712157";"Lavandeira (TO)";"Total";"969";"289";"-";"-";"-";"35";"99";"-";"-"
"MU";"1712405";"Lizarda (TO)";"Total";"2258";"252";"-";"4";"-";"22";"-";"-";"-"
"MU";"1712454";"Luzinópolis (TO)";"Total";"1498";"662";"-";"-";"-";"26";"109";"-";"3"
"MU";"1712504";"Marianópolis do Tocantins (TO)";"Total";"2712";"992";"3";"11";"-";"17";"180";"-";"-"
"MU";"1712702";"Mateiros (TO)";"Total";"1601";"542";"7";"-";"-";"-";"129";"17";"11"
"MU";"1712801";"Maurilândia do Tocantins (TO)";"Total";"1580";"656";"4";"6";"129";"23";"157";"4";"4"
"MU";"1713205";"Miracema do Tocantins (TO)";"Total";"9274";"4482";"78";"12";"-";"608";"1467";"-";"33"
"MU";"1713304";"Miranorte (TO)";"Total";"6823";"3113";"9";"8";"-";"179";"822";"-";"-"
"MU";"1713601";"Monte do Carmo (TO)";"Total";"3353";"1191";"-";"7";"-";"101";"182";"-";"-"
"MU";"1713700";"Monte Santo do Tocantins (TO)";"Total";"1246";"572";"9";"-";"-";"68";"172";"-";"-"
"MU";"1713809";"Palmeiras do Tocantins (TO)";"Total";"2933";"1105";"3";"-";"-";"30";"37";"-";"24"
"MU";"1713957";"Muricilândia (TO)";"Total";"1831";"794";"6";"-";"-";"42";"148";"2";"-"
"MU";"1714203";"Natividade (TO)";"Total";"5945";"1138";"43";"12";"-";"81";"269";"-";"-"
"MU";"1714302";"Nazaré (TO)";"Total";"3076";"724";"2";"-";"-";"6";"100";"-";"-"
"MU";"1714880";"Nova Olinda (TO)";"Total";"6092";"2351";"17";"-";"-";"151";"131";"-";"-"
"MU";"1715002";"Nova Rosalândia (TO)";"Total";"1788";"881";"3";"-";"-";"42";"129";"-";"29"
"MU";"1715101";"Novo Acordo (TO)";"Total";"2622";"615";"-";"-";"-";"55";"15";"-";"-"
"MU";"1715150";"Novo Alegre (TO)";"Total";"1164";"347";"-";"-";"-";"23";"106";"-";"6"
"MU";"1715259";"Novo Jardim (TO)";"Total";"1472";"238";"1";"-";"-";"136";"9";"-";"-"
"MU";"1715507";"Oliveira de Fátima (TO)";"Total";"579";"314";"-";"-";"-";"24";"52";"-";"-"
"MU";"1715705";"Palmeirante (TO)";"Total";"2927";"1015";"18";"-";"-";"79";"70";"-";"12"
"MU";"1715754";"Palmeirópolis (TO)";"Total";"3614";"1958";"4";"-";"3";"133";"342";"12";"-"
"MU";"1716109";"Paraíso do Tocantins (TO)";"Total";"21774";"17007";"167";"50";"13";"2457";"3175";"-";"23"
"MU";"1716208";"Paranã (TO)";"Total";"7198";"1659";"32";"-";"-";"62";"39";"-";"-"
"MU";"1716307";"Pau D'Arco (TO)";"Total";"2287";"949";"-";"-";"-";"6";"135";"-";"-"
"MU";"1716505";"Pedro Afonso (TO)";"Total";"7357";"3230";"39";"6";"6";"249";"914";"-";"-"
"MU";"1716604";"Peixe (TO)";"Total";"5702";"1908";"52";"36";"-";"231";"99";"-";"-"
"MU";"1716653";"Pequizeiro (TO)";"Total";"2626";"1456";"-";"-";"-";"27";"145";"-";"-"
"MU";"1716703";"Colméia (TO)";"Total";"3989";"2800";"15";"-";"-";"321";"565";"-";"20"
"MU";"1717008";"Pindorama do Tocantins (TO)";"Total";"2865";"815";"-";"-";"-";"29";"84";"-";"8"
"MU";"1717206";"Piraquê (TO)";"Total";"1241";"588";"-";"-";"-";"28";"72";"-";"-"
"MU";"1717503";"Pium (TO)";"Total";"3422";"1496";"12";"-";"341";"103";"480";"10";"53"
"MU";"1717800";"Ponte Alta do Bom Jesus (TO)";"Total";"2969";"621";"3";"3";"-";"20";"40";"-";"4"
"MU";"1717909";"Ponte Alta do Tocantins (TO)";"Total";"4632";"1611";"8";"5";"-";"34";"46";"17";"4"
"MU";"1718006";"Porto Alegre do Tocantins (TO)";"Total";"1627";"555";"5";"-";"-";"60";"129";"-";"4"
"MU";"1718204";"Porto Nacional (TO)";"Total";"29951";"18484";"219";"174";"-";"1493";"3600";"-";"139"
"MU";"1718303";"Praia Norte (TO)";"Total";"4507";"2236";"3";"-";"-";"74";"589";"-";"-"
"MU";"1718402";"Presidente Kennedy (TO)";"Total";"1701";"662";"-";"-";"-";"32";"231";"-";"-"
"MU";"1718451";"Pugmil (TO)";"Total";"978";"678";"14";"-";"-";"7";"193";"-";"5"
"MU";"1718501";"Recursolândia (TO)";"Total";"2147";"689";"-";"-";"-";"9";"12";"-";"-"
"MU";"1718550";"Riachinho (TO)";"Total";"2210";"1030";"3";"-";"-";"28";"83";"-";"-"
"MU";"1718659";"Rio da Conceição (TO)";"Total";"862";"442";"-";"-";"-";"8";"119";"4";"-"
"MU";"1718709";"Rio dos Bois (TO)";"Total";"1466";"672";"-";"-";"-";"22";"164";"-";"-"
"MU";"1718758";"Rio Sono (TO)";"Total";"2828";"1180";"-";"4";"-";"11";"78";"-";"-"
"MU";"1718808";"Sampaio (TO)";"Total";"2102";"1068";"36";"-";"-";"52";"165";"-";"59"
"MU";"1718840";"Sandolândia (TO)";"Total";"1595";"1338";"-";"5";"-";"43";"224";"-";"-"
"MU";"1718865";"Santa Fé do Araguaia (TO)";"Total";"3357";"2010";"6";"-";"9";"110";"496";"-";"10"
"MU";"1718881";"Santa Maria do Tocantins (TO)";"Total";"1589";"548";"-";"-";"-";"9";"110";"-";"4"
"MU";"1718899";"Santa Rita do Tocantins (TO)";"Total";"1246";"556";"1";"-";"-";"11";"80";"-";"-"
"MU";"1718907";"Santa Rosa do Tocantins (TO)";"Total";"3055";"701";"9";"12";"-";"65";"31";"-";"26"
"MU";"1719004";"Santa Tereza do Tocantins (TO)";"Total";"1563";"581";"1";"3";"-";"33";"66";"-";"-"
"MU";"1720002";"Santa Terezinha do Tocantins (TO)";"Total";"1556";"443";"-";"-";"-";"-";"36";"-";"-"
"MU";"1720101";"São Bento do Tocantins (TO)";"Total";"3406";"1169";"-";"-";"-";"-";"102";"-";"-"
"MU";"1720150";"São Félix do Tocantins (TO)";"Total";"1057";"387";"-";"2";"-";"10";"15";"-";"-"
"MU";"1720200";"São Miguel do Tocantins (TO)";"Total";"6015";"3514";"23";"5";"7";"83";"1317";"-";"19"
"MU";"1720259";"São Salvador do Tocantins (TO)";"Total";"1648";"305";"3";"-";"-";"11";"52";"-";"-"
"MU";"1720309";"São Sebastião do Tocantins (TO)";"Total";"2226";"919";"2";"9";"-";"12";"247";"-";"4"
"MU";"1720499";"São Valério (TO)";"Total";"3106";"582";"20";"3";"-";"38";"35";"-";"-"
"MU";"1720655";"Silvanópolis (TO)";"Total";"3323";"730";"5";"-";"-";"192";"59";"-";"3"
"MU";"1720804";"Sítio Novo do Tocantins (TO)";"Total";"6296";"2215";"-";"4";"-";"63";"505";"-";"-"
"MU";"1720853";"Sucupira (TO)";"Total";"926";"355";"-";"6";"-";"9";"61";"-";"-"
"MU";"1720903";"Taguatinga (TO)";"Total";"8697";"2780";"7";"-";"-";"165";"451";"-";"17"
"MU";"1720937";"Taipas do Tocantins (TO)";"Total";"1043";"455";"-";"4";"-";"8";"169";"-";"-"
"MU";"1720978";"Talismã (TO)";"Total";"1180";"731";"6";"-";"-";"31";"133";"-";"-"
"MU";"1721000";"Palmas (TO)";"Total";"125811";"94836";"3412";"802";"52";"11661";"20423";"49";"143"
"MU";"1721109";"Tocantínia (TO)";"Total";"2140";"1304";"3";"-";"742";"120";"1269";"104";"20"
"MU";"1721208";"Tocantinópolis (TO)";"Total";"11471";"5537";"21";"-";"506";"217";"1005";"-";"102"
"MU";"1721257";"Tupirama (TO)";"Total";"1137";"286";"-";"-";"-";"39";"149";"-";"-"
"MU";"1721307";"Tupiratins (TO)";"Total";"1205";"384";"10";"-";"-";"4";"23";"-";"-"
"MU";"1722081";"Wanderlândia (TO)";"Total";"5559";"2467";"-";"11";"-";"156";"638";"-";"9"
"MU";"1722107";"Xambioá (TO)";"Total";"6244";"2181";"-";"14";"-";"134";"327";"-";"6"
"MU";"2100055";"Açailândia (MA)";"Total";"46052";"31773";"185";"210";"-";"2381";"9045";"-";"160"
"MU";"2100105";"Afonso Cunha (MA)";"Total";"4090";"783";"-";"3";"-";"14";"50";"-";"3"
"MU";"2100154";"Água Doce do Maranhão (MA)";"Total";"7909";"1884";"-";"12";"-";"174";"302";"-";"-"
"MU";"2100204";"Alcântara (MA)";"Total";"10575";"4588";"-";"22";"-";"98";"529";"-";"139"
"MU";"2100303";"Aldeias Altas (MA)";"Total";"15454";"2260";"-";"35";"-";"826";"397";"-";"-"
"MU";"2100402";"Altamira do Maranhão (MA)";"Total";"3391";"1405";"-";"30";"-";"4";"628";"-";"-"
"MU";"2100436";"Alto Alegre do Maranhão (MA)";"Total";"12270";"4637";"7";"57";"-";"281";"2804";"-";"18"
"MU";"2100477";"Alto Alegre do Pindaré (MA)";"Total";"15327";"4508";"-";"17";"-";"118";"1185";"-";"9"
"MU";"2100501";"Alto Parnaíba (MA)";"Total";"7895";"1171";"16";"4";"-";"103";"93";"-";"11"
"MU";"2100550";"Amapá do Maranhão (MA)";"Total";"3901";"1752";"-";"2";"-";"45";"155";"-";"-"
"MU";"2100600";"Amarante do Maranhão (MA)";"Total";"17065";"8240";"16";"30";"1678";"224";"2229";"-";"69"
"MU";"2100709";"Anajatuba (MA)";"Total";"15520";"3424";"-";"12";"14";"181";"2307";"-";"123"
"MU";"2100808";"Anapurus (MA)";"Total";"8631";"2260";"-";"17";"-";"98";"572";"-";"-"
"MU";"2100832";"Apicum-Açu (MA)";"Total";"8125";"4893";"-";"5";"-";"44";"1539";"-";"24"
"MU";"2100873";"Araguanã (MA)";"Total";"4905";"3294";"-";"-";"-";"84";"1031";"-";"9"
"MU";"2100907";"Araioses (MA)";"Total";"25643";"5533";"10";"46";"25";"421";"1549";"-";"-"
"MU";"2100956";"Arame (MA)";"Total";"14214";"5514";"-";"-";"54";"209";"657";"-";"10"
"MU";"2101004";"Arari (MA)";"Total";"18156";"5786";"16";"28";"-";"203";"813";"34";"68"
"MU";"2101103";"Axixá (MA)";"Total";"6829";"2578";"4";"4";"-";"112";"450";"12";"-"
"MU";"2101202";"Bacabal (MA)";"Total";"58039";"21748";"124";"647";"-";"1644";"5454";"35";"30"
"MU";"2101251";"Bacabeira (MA)";"Total";"8319";"3699";"6";"23";"-";"1090";"1005";"-";"31"
"MU";"2101301";"Bacuri (MA)";"Total";"9592";"3383";"6";"16";"-";"57";"628";"-";"-"
"MU";"2101350";"Bacurituba (MA)";"Total";"3784";"517";"-";"-";"-";"18";"196";"-";"-"
"MU";"2101400";"Balsas (MA)";"Total";"61655";"18534";"215";"52";"-";"989";"3598";"23";"21"
"MU";"2101509";"Barão de Grajaú (MA)";"Total";"13390";"1614";"42";"9";"-";"398";"798";"5";"7"
"MU";"2101608";"Barra do Corda (MA)";"Total";"48969";"15922";"55";"89";"186";"1690";"3361";"42";"87"
"MU";"2101707";"Barreirinhas (MA)";"Total";"33824";"15977";"9";"31";"-";"464";"3937";"-";"10"
"MU";"2101731";"Belágua (MA)";"Total";"5186";"1336";"-";"7";"-";"71";"81";"-";"8"
"MU";"2101772";"Bela Vista do Maranhão (MA)";"Total";"6015";"2787";"17";"18";"-";"40";"835";"-";"20"
